group,names,scores,logfoldchanges,pvals,pvals_adj
4,ENSG00000138166,-9.751255,-1.4907098,1.8220185526111975e-22,1.4965244785307578e-21
4,ENSG00000196139,-9.755465,-1.4763156,1.7479884577938308e-22,1.4386736278138526e-21
4,ENSG00000147872,-9.758564,-0.39880165,1.6953919867556726e-22,1.3982614323758126e-21
4,ENSG00000125868,-9.768917,-0.38989982,1.5307989959399424e-22,1.2651231371404484e-21
4,ENSG00000163171,-9.773046,-1.6511636,1.4696619667651527e-22,1.217111359639878e-21
4,ENSG00000120306,-9.774967,-0.4751695,1.4420445399333445e-22,1.1967174605255972e-21
4,ENSG00000168386,-9.778244,-1.2106538,1.396117153843946e-22,1.1610121861488116e-21
4,ENSG00000165280,-9.803291,-0.39145544,1.0897531293219268e-22,9.081276077682725e-22
4,ENSG00000137033,-9.827986,-2.8495076,8.530752673361748e-23,7.1387051659930955e-22
4,ENSG00000196616,-9.836095,-4.09594,7.870675928047366e-23,6.600147528760894e-22
4,ENSG00000127954,-9.850745,-3.7468586,6.803733171438558e-23,5.717422833141646e-22
4,ENSG00000129226,-9.872466,-4.9626193,5.480067361023854e-23,4.614793567177983e-22
4,ENSG00000225733,-9.882465,-0.93416655,4.959727853318653e-23,4.1854243487921124e-22
4,ENSG00000108387,-9.906823,-3.5251071,3.8881137919142124e-23,3.295011688062892e-22
4,ENSG00000100934,-9.9129095,-1.4115342,3.658331001958337e-23,3.106862846673747e-22
4,ENSG00000184489,-9.915072,-2.769433,3.579953915209592e-23,3.0467692895400785e-22
4,ENSG00000146416,-9.922669,-1.0730821,3.3176241358052604e-23,2.829530179791267e-22
4,ENSG00000074181,-9.932451,-1.9485067,3.0076887641910193e-23,2.5706741574282213e-22
4,ENSG00000128791,-9.94738,-1.2877622,2.589084604426815e-23,2.222390218392116e-22
4,ENSG00000137831,-9.949863,-1.6124843,2.5252939378211546e-23,2.1722958604913156e-22
4,ENSG00000213088,-9.985285,-4.175099,1.7679251996097626e-23,1.5240734479394503e-22
4,ENSG00000172260,-9.988019,-5.63935,1.7198442426491063e-23,1.4858265595240658e-22
4,ENSG00000170876,-10.052075,-0.8615459,8.995237078170268e-24,7.788084050363868e-23
4,ENSG00000174695,-10.0542,-1.0166746,8.803296221241524e-24,7.638434899124967e-23
4,ENSG00000162772,-10.077995,-0.382705,6.912218387945365e-24,6.023719728056963e-23
4,ENSG00000173163,-10.08498,-0.68188614,6.4378483494401546e-24,5.622574977676991e-23
4,ENSG00000063854,-10.08969,-0.9774171,6.13629608581441e-24,5.370937493054187e-23
4,ENSG00000106819,-10.10026,-1.9695364,5.509577774355843e-24,4.8329629599612656e-23
4,ENSG00000141580,-10.111592,-0.6700294,4.908023484779242e-24,4.3147459206850476e-23
4,ENSG00000115758,-10.135567,-0.92875236,3.8413827307455866e-24,3.384478176868358e-23
4,ENSG00000172183,-10.16637,-2.5038037,2.8015327076565533e-24,2.479232484651817e-23
4,ENSG00000175606,-10.175667,-0.7860926,2.546493039543883e-24,2.2585304120123132e-23
4,ENSG00000196923,-10.177739,-1.6150148,2.4928484817125175e-24,2.2158653170777933e-23
4,ENSG00000128641,-10.191009,-2.1811247,2.174952635624643e-24,1.9375970027836464e-23
4,ENSG00000151748,-10.211353,-1.3832675,1.763879592887721e-24,1.5748924936497507e-23
4,ENSG00000119630,-10.235954,-1.3920623,1.3683991926917093e-24,1.2245182932364288e-23
