Gene_set,term,Overlap,P-value,Adjusted_P_value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,library,tag,direction
LINCS_L1000_Chem_Pert_down,LJP005 MCF7 3H-brivanib-0.04,8/56,5.505264890155182e-08,8.765455903643084e-06,0,0,18.0970695970696,302.4920813944393,CALD1;TNC;NEDD9;COL9A3;VIM;LEFTY2;MYLK;CES1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP007 HA1E 24H-AT7867-0.04,8/56,5.505264890155182e-08,8.765455903643084e-06,0,0,18.0970695970696,302.4920813944393,CNN1;PDLIM3;CSRP1;MCAM;SPARCL1;NEDD9;ACTG2;GPM6B,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 SKBR3 24H-THZ-2-98-01-10,12/107,4.3030729332718756e-10,2.168167262026692e-07,0,0,13.990538143110586,301.7272420352856,CNN1;AZGP1;SEMA3C;PEG10;TPM2;TPM1;S100A6;FN1;EFHD1;PLAT;MBP;CRYAB,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 MCF10A 3H-radicicol-0.37,10/80,4.369312458261998e-09,1.245275344117763e-06,0,0,15.666666666666666,301.5623427012845,TAGLN;PDLIM3;LGALS1;PLN;DES;TNC;PLAT;MYH11;ACTG2;MYLK,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 SKBR3 24H-radicicol-3.33,13/122,1.5116897386672466e-10,1.0662482838898601e-07,0,0,13.274918364173535,300.18072263272575,GPM6A;SPARC;TNFAIP6;TPM2;WFDC1;NEDD9;SULF1;ACTG2;CNN1;PLN;DES;CSRP1;MYH11,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 HS578T 24H-NU-7441-10,9/68,1.5846958975866876e-08,3.475704190436308e-06,0,0,16.645659705964977,298.96084589375965,CNN1;TAGLN;DES;ACTC1;CSRP1;TGFB1I1;TPM1;MYH11;FILIP1L,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 HEPG2 24H-KIN001-043-1.11,9/68,1.5846958975866876e-08,3.475704190436308e-06,0,0,16.645659705964977,298.96084589375965,SPARC;ACTC1;TNFAIP6;SEMA3C;STMN1;PLP1;SULF1;AURKB;MYLK,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
Drug_Perturbations_from_GEO_down,cisplatin DB00515 mouse GSE6206 sample 2692,23/307,2.0810644783331744e-14,4.521112579178821e-12,0,0,9.469047819853252,298.30636564034126,TAGLN;SPARC;TPM2;TGFB1I1;TPM1;FHL1;TNC;FN1;LPP;ACTG2;ACTA2;CNN1;ACTA1;INPP5A;BAG2;CSRP1;COL4A2;CALD1;ANXA6;FXYD6;FLNC;MYL9;PDLIM7,Drug_Perturbations_from_GEO_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 HT29 24H-withaferin-a-3.33,12/108,4.801195463146041e-10,2.295094538959785e-07,0,0,13.844101123595506,297.0526838283999,PLA2G16;LDHB;PCP4;SPARC;MME;CALD1;PEG10;NEDD9;HADH;FILIP1L;SULF1;SOX4,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 BT20 24H-fostamatinib-10,12/108,4.801195463146041e-10,2.295094538959785e-07,0,0,13.844101123595506,297.0526838283999,ACTA2;LDHB;TAGLN;LGALS1;COL4A2;CALD1;TGFB1I1;TPM1;FHL1;EFHD1;ITGA6;MYL9,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 MCF10A 3H-AZD-8330-3.33,10/82,5.584661805503911e-09,1.4664063385916817e-06,0,0,15.229938271604938,289.4182020162205,ACTA2;CNN1;PLN;DES;PLAT;ITGA6;MYH11;WFDC2;ACTG2;MYLK,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 HS578T 24H-KIN001-043-3.33,12/110,5.956719186047827e-10,2.582584088034643e-07,0,0,13.560192616372392,288.0365407721613,CNN1;TAGLN;CSRP1;PEG10;TPM2;MCAM;TGFB1I1;TPM1;ANXA6;PLAT;SERPINB9;MYLK,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 A375 24H-neratinib-10,8/58,7.309378596877978e-08,1.0581071685985214e-05,0,0,17.37142857142857,285.43901909974824,SPARC;SERPINE2;COL4A2;SEMA3C;STMN1;PLAT;COL9A3;CTNNAL1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 HA1E 24H-KIN001-043-0.37,8/58,7.309378596877978e-08,1.0581071685985214e-05,0,0,17.37142857142857,285.43901909974824,CNN1;DES;CSRP1;MME;SEMA3C;PEG10;TPM2;ACTG2,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP007 MCF7 24H-everolimus-0.37,7/47,2.851357030393562e-07,3.385850262269247e-05,0,0,18.90573770491803,284.9151506368207,TAGLN;SERPINE2;BAG2;PEG10;TNC;S100A6;MYH11,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 HCC515 24H-GDC-0941-0.37,6/37,1.235860168918712e-06,0.00010425403225860428,0,0,20.80539971949509,283.031317813351,MFAP4;SEMA3C;TNC;LPL;SPARCL1;S100B,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 BT20 24H-PF-477736-10,5/28,6.040462740769038e-06,0.00034021857062283136,0,0,23.25146886016451,279.4135973541967,MME;FHL1;TPM1;PMP22;LPIN1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 LNCAP 3H-GSK-2126458-3.33,5/28,6.040462740769038e-06,0.00034021857062283136,0,0,23.25146886016451,279.4135973541967,ACTA2;PCP4;CSRP1;SULF1;WFDC2,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 HA1E 24H-NVP-AEW541-10,10/84,7.090482312178892e-09,1.7625048232793475e-06,0,0,14.816816816816816,278.03034394872714,TAGLN;ACTC1;CALD1;TGFB1I1;TPM2;TPM1;PLAT;COL9A3;FILIP1L;MYL9,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 HS578T 3H-JW-7-24-1-10,7/48,3.311539361491462e-07,3.818486746611979e-05,0,0,18.44368919099027,275.1924306541139,ACTA1;INPP5A;BAG2;FHL1;TPM1;EFHD1;HSD17B6,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 HEPG2 24H-WH-4-025-1.11,4/20,3.393915903985129e-05,0.0012778376040233,0,0,26.60483870967742,273.78882750609625,TAGLN;CSRP1;CALD1;MCAM,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP008 HCC515 24H-dasatinib-1.11,11/99,2.5923564233260892e-09,8.191406915265808e-07,0,0,13.772346368715084,272.2889085047732,EGR2;SPARC;LGALS1;SERPINE2;TPM1;TNC;PMP22;COL9A3;FXYD6;CTNNAL1;GPM6B,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 SKBR3 24H-QL-X-138-0.12,6/38,1.456055840794836e-06,0.000118538205414577,0,0,20.15421195652174,270.8681597890198,RCAN1;BAG2;PEG10;EFHD1;SULF1;GPM6B,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 HS578T 24H-withaferin-a-3.33,14/146,1.2150633324875102e-10,9.534212554814885e-08,0,0,11.858298898071626,270.73747113474104,CYFIP2;SPARC;SERPINE2;TGFB1I1;LAMA4;TPM1;FHL1;SULF1;MYLK;ACTA2;CALD1;STMN1;RAMP1;SOX4,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP009 PC3 24H-dabrafenib-10,8/60,9.600116106016665e-08,1.3159923865034465e-05,0,0,16.70160608622147,269.8796753001819,SPARC;NRN1;NOV;CALD1;PEG10;FHL1;STMN1;VIM,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 HA1E 24H-QL-X-138-10,18/219,3.4244773293658407e-12,6.0327733626152164e-09,0,0,10.209475876431794,269.53090087885846,TGFB2;SEMA3C;TPM2;MCAM;TPM1;FHL1;TNC;FN1;NEDD9;WFDC2;BAG2;CSRP1;CALD1;STMN1;ALDH1A1;ANXA6;MAL;CRYAB,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 BT20 24H-TWS-119-10,7/49,3.8326392635730937e-07,4.22792270951439e-05,0,0,18.003642987249545,265.99557914995364,SERPINE2;COL4A2;LAMA4;MCAM;TPM1;ITGA6;CTNNAL1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 BT20 24H-HG-6-64-01-1.11,9/73,2.9970626088068633e-08,5.5874238215986354e-06,0,0,15.341332872928175,265.75864674416545,NR4A2;TAGLN;EGR2;SEMA3C;TPM2;TPM1;MYH11;FILIP1L;MYL9,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 HS578T 24H-KIN001-043-0.37,9/73,2.9970626088068633e-08,5.5874238215986354e-06,0,0,15.341332872928175,265.75864674416545,ACTA2;CNN1;TGFB1I1;TPM1;EFHD1;SERPINB9;FILIP1L;ACTG2;MYLK,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,CPC006 HCC515 24H-retinoic acid-40.0,2/7,0.0018270752687273,0.0228962381087589,0,0,42.13829787234042,265.683603238372,PGRMC1;CASQ2,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 BT20 24H-foretinib-3.33,5/29,7.242868360394394e-06,0.0003948210375521424,0,0,22.28153153153153,263.7129159887698,NRN1;CSRP1;TPM1;PMP22;MYL9,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 HS578T 24H-celastrol-1.11,12/116,1.1085862905712667e-09,4.133474843024026e-07,0,0,12.77398444252377,263.4018616574565,ACTA2;GPM6A;TAGLN;SPARC;SERPINE2;CALD1;PEG10;FHL1;SULF1;ACTG2;SOX4;MYLK,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 HT29 24H-AZD-5438-10,8/61,1.096008452275162e-07,1.4914515018807188e-05,0,0,16.38565208376529,262.60335456625955,SLC12A2;PLN;PEG10;MYH11;SULF1;SCRG1;ACTG2;MYLK,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 HA1E 24H-withaferin-a-1.11,10/87,1.0024475400915873e-08,2.427094738951618e-06,0,0,14.237373737373735,262.22731228017324,PDLIM3;SPARC;DES;MCAM;TPM1;ANXA6;NEDD9;MYH11;SOX4;MYLK,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 HME1 24H-QL-X-138-10,14/149,1.597031784283341e-10,1.0662482838898601e-07,0,0,11.593013468013469,261.51176811592643,CPM;SYNM;SPARC;SEMA3C;TPM2;MCAM;TPM1;FHL1;TNC;FN1;PLAT;LDHB;ITGA6;FILIP1L,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 HCC515 24H-KIN001-043-3.33,9/74,3.3843172620154434e-08,6.185669285858227e-06,0,0,15.104547386315344,259.8213031466351,SPARC;COL4A2;PEG10;STMN1;TPM1;ALDH1A1;NEDD9;LTBP1;SOX4,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 LNCAP 24H-GW-843682X-10,6/39,1.707277785537167e-06,0.00013261991564903915,0,0,19.542490118577074,259.53619739756425,SYNM;SPARC;FHL1;VIM;SULF1;SOX4,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
Drug_Perturbations_from_GEO_down,ascorbic acid 54670067 human GSE11919 sample 3190,21/287,4.781666605301766e-13,6.004392085739488e-11,0,0,9.129866085331672,259.00350076611795,C11ORF96;TAGLN;CD151;SERPINE2;TPM2;SYNPO2;TPM1;FHL1;LMOD1;SULF1;ACTG2;MYLK;ACTA2;CNN1;ACTC1;CSRP1;COL4A2;EFHD1;FLNC;MYL9;CRYAB,Drug_Perturbations_from_GEO_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP009 HA1E 24H-QL-XI-92-3.33,7/50,4.421005159876118e-07,4.6829999542937766e-05,0,0,17.584064048799085,257.2852523016961,ACTA2;RCAN1;PCP4;PEG10;SULF1;CRYAB;KLK6,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 BT20 3H-radicicol-10,4/21,4.161431379733976e-05,0.0015048379952748,0,0,25.038583175205567,252.56585025431383,AZGP1;FN1;VIM;SULF1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 A375 24H-geldanamycin-0.04,11/104,4.402226288379712e-09,1.245275344117763e-06,0,0,13.028593740613925,250.6851974496128,SYNM;MIA;TNC;PMP22;PLP1;SPARCL1;PLAT;COL9A3;ITGA6;S100B;CDH19,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
Drug_Perturbations_from_GEO_down,rosiglitazone DB00412 mouse GSE35011 sample 3267,20/271,1.5122722985006785e-12,1.642705784246362e-10,0,0,9.16756503398172,249.51735572172836,TAGLN;SPARC;SERPINE2;TPM2;TPM1;TNC;FN1;DSTN;ACTA2;CNN1;ACTA1;FGF7;LGALS1;CSRP1;COL4A2;CALD1;S100A6;PMP22;VIM;MYL9,Drug_Perturbations_from_GEO_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 BT20 24H-neratinib-0.12,5/30,8.624740819592422e-06,0.0004516602334260156,0,0,21.38918918918919,249.41667529108383,EGR2;SERPINE2;PLAT;CTNNAL1;KLK6,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 BT20 3H-afatinib-0.37,5/30,8.624740819592422e-06,0.0004516602334260156,0,0,21.38918918918919,249.41667529108383,NR4A2;EGR2;NRN1;FN1;ASPN,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 A375 24H-XMD11-85H-10,8/63,1.418264474815187e-07,1.84900032195661e-05,0,0,15.788211788211788,248.9589709732197,ACTA2;RCAN1;AZGP1;TAGLN;TPM1;SPARCL1;ACTG2;MYLK,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 BT20 24H-JW-7-24-1-1.11,6/40,1.9927883391947527e-06,0.0001510225732016576,0,0,18.966751918158568,248.95712525004964,ACTA2;PLN;PPP1R1A;LPL;MAL;ASPN,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 HS578T 24H-KIN001-043-10,11/105,4.877081525900498e-09,1.3177308824255503e-06,0,0,12.889337929394983,246.68541471541036,TAGLN;SPARC;COL4A2;TPM2;MCAM;STMN1;TPM1;LMOD1;NEDD9;CRYAB;MYLK,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 HA1E 24H-JNK-9L-0.37,15/173,1.0923855759114517e-10,9.256974678053273e-08,0,0,10.66112115732369,244.5393282014964,SLC12A2;SEMA3C;TPM1;FN1;NEDD9;PLAT;MYLK;CNN1;AZGP1;SH3BGRL;CSRP1;STMN1;PLP1;COL9A3;FILIP1L,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP009 HA1E 24H-CH5424802-10,14/155,2.7086139203622835e-10,1.533497754338181e-07,0,0,11.09630883301096,244.44517998242384,SEMA3C;TPM2;TPM1;FHL1;NEDD9;SULF1;LTBP1;MYLK;MFAP4;PCP4;CALD1;STMN1;MYL9;CTNNAL1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP009 A375 24H-vorinostat-10,14/155,2.7086139203622835e-10,1.533497754338181e-07,0,0,11.09630883301096,244.44517998242384,SPARC;MIA;TGFB1I1;LPL;PLAT;SORBS2;LDHB;COL4A2;SCRN1;STMN1;PLP1;COL9A3;VIM;RAMP1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 HA1E 24H-PF-477736-10,9/77,4.8203717763158235e-08,8.023767055879989e-06,0,0,14.435976600584985,243.21487512998812,ACTA2;RCAN1;CALD1;TNC;ANXA6;EFHD1;ITGA6;PMP2;COL9A3,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 HS578T 24H-SB590885-3.33,9/77,4.8203717763158235e-08,8.023767055879989e-06,0,0,14.435976600584985,243.21487512998812,CNN1;TAGLN;ACTC1;PEG10;TPM2;LMOD1;CRYAB;ACTG2;SOX4,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 BT20 24H-dasatinib-10,9/77,4.8203717763158235e-08,8.023767055879989e-06,0,0,14.435976600584985,243.21487512998812,ACTA2;EGR2;SERPINE2;COL4A2;SEMA3C;TGFB1I1;TPM1;PMP22;ACTG2,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
Drug_Perturbations_from_GEO_down,cisplatin DB00515 mouse GSE6206 sample 3412,22/321,4.836679470676227e-13,6.004392085739488e-11,0,0,8.545190316929448,242.31919004837712,TAGLN;SPARC;TPM2;TGFB1I1;TPM1;FHL1;TNC;FN1;DSTN;LPP;ACTG2;ACTA2;CNN1;ACTA1;INPP5A;BAG2;CSRP1;COL4A2;CALD1;ANXA6;FLNC;MYL9,Drug_Perturbations_from_GEO_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 SKBR3 24H-PF-477736-3.33,7/52,5.827379515140589e-07,5.904338929389456e-05,0,0,16.800850030358227,241.1850769738504,PLA2G16;RCAN1;MME;PPP1R1A;PMP22;EFHD1;HADH,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 HCC515 24H-XMD11-85H-10,7/52,5.827379515140589e-07,5.904338929389456e-05,0,0,16.800850030358227,241.1850769738504,ACTA2;RCAN1;COL4A2;TPM1;EFHD1;SORBS2;MYLK,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 BT20 24H-WH-4-025-0.12,6/41,2.3160787188743835e-06,0.00016543546190028784,0,0,18.42391304347826,239.06197110225384,SERPINE2;PEG10;TPM1;FN1;MYL9;GPM6B,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 HCC515 24H-NU-7441-3.33,6/41,2.3160787188743835e-06,0.00016543546190028784,0,0,18.42391304347826,239.06197110225384,ACTA2;SERPINE2;TNFAIP6;TNC;LPL;PLAT,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 MCF10A 3H-GSK-1904529A-0.12,6/41,2.3160787188743835e-06,0.00016543546190028784,0,0,18.42391304347826,239.06197110225384,GPM6A;EGR2;FHL1;FN1;VIM;MYLK,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 PC3 24H-ZSTK-474-0.12,6/41,2.3160787188743835e-06,0.00016543546190028784,0,0,18.42391304347826,239.06197110225384,LDHB;SPARC;BAG2;MAL;SULF1;ASPN,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 SKBR3 3H-linifanib-3.33,6/41,2.3160787188743835e-06,0.00016543546190028784,0,0,18.42391304347826,239.06197110225384,ACTA2;CPM;CNN1;LGALS1;TNC;ACTG2,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 MCF10A 24H-QL-XII-47-10,11/107,5.966331788604514e-09,1.5031124802020805e-06,0,0,12.619529795158288,238.97772093229256,LDHB;PDLIM3;DES;SERPINE2;CALD1;MCAM;STMN1;FHL1;ALDH1A1;ITGA6;VIM,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 A375 24H-QL-X-138-10,15/176,1.3943602696782846e-10,1.0398023403044904e-07,0,0,10.460869565217392,237.39285647911055,SYNM;SPARC;MCAM;LAMA4;TPM1;PLAT;ACTG2;ACTA2;SH3BGRL;COL4A2;STMN1;ALDH1A1;SPARCL1;MYH11;ITGA6,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 A375 24H-radicicol-3.33,8/65,1.8186789903094386e-07,2.290921109212085e-05,0,0,15.232697127433967,236.41123462751844,LDHB;SYNM;SPARC;COL4A2;TNC;PLAT;HADH;SULF1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 A549 24H-KIN001-043-1.11,8/65,1.8186789903094386e-07,2.290921109212085e-05,0,0,15.232697127433967,236.41123462751844,SLC12A2;SYNM;PEG10;MCAM;TPM1;NEDD9;ACTG2;MYLK,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 A549 24H-AZD-5438-0.12,5/31,1.0204440745827892e-05,0.0005100305330414729,0,0,20.565488565488565,236.3527347084591,NR4A2;SYNM;AZGP1;ACTG2;MYLK,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP008 A549 24H-GSK-1070916-0.37,3/14,0.0002843709060740964,0.006086712746199,0,0,28.875546912980067,235.7755155483196,LPL;CTNNAL1;ASPN,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP007 HA1E 24H-AT7867-10,10/93,1.9272255337154067e-08,4.129800646558198e-06,0,0,13.204149933065596,234.56643295638943,PCP4;SEMA3C;TPM1;TNC;PLP1;NEDD9;MYL9;ACTG2;SOX4;GPM6B,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 SKBR3 3H-pelitinib-0.12,4/22,5.048531288417392e-05,0.0017136892621446,0,0,23.646356033452808,233.95298173814413,NR4A2;PCP4;SMTN;SEMA3C,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP006 BT20 3H-selumetinib-0.04,4/22,5.048531288417392e-05,0.0017136892621446,0,0,23.646356033452808,233.95298173814413,MAL;EFHD1;MBP;CRYAB,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP008 HCC515 24H-GSK-461364-3.33,7/53,6.660606365544286e-07,6.501240024756131e-05,0,0,16.434782608695652,233.733590309842,MFAP4;CSRP1;PLAT;SORBS2;WFDC2;ACTG2;GPM6B,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP008 MCF7 24H-LY2603618-3.33,8/66,2.052846615112457e-07,2.5178433845751007e-05,0,0,14.969306555513452,230.5103791169831,RCAN1;PCP4;SPARC;FHL1;TNC;EFHD1;SCRG1;MYLK,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 HS578T 24H-NU-7441-3.33,6/42,2.6808768240256632e-06,0.00018718946303487052,0,0,17.911231884057973,229.78976088282693,CPM;LDHB;DES;ACTC1;CSRP1;TPM1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 MCF7 24H-neratinib-3.33,6/42,2.6808768240256632e-06,0.00018718946303487052,0,0,17.911231884057973,229.78976088282693,CPM;PDLIM3;SPARC;PLN;FHL1;PLAT,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 SKBR3 24H-SB590885-10,6/42,2.6808768240256632e-06,0.00018718946303487052,0,0,17.911231884057973,229.78976088282693,CYFIP2;AZGP1;TNFAIP6;ALDH1A1;FILIP1L;CRYAB,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP007 HCC515 24H-everolimus-10,6/42,2.6808768240256632e-06,0.00018718946303487052,0,0,17.911231884057973,229.78976088282693,AZGP1;SPARC;CSRP1;MCAM;ALDH1A1;COL9A3,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
LINCS_L1000_Chem_Pert_down,LJP005 HS578T 24H-pelitinib-10,12/126,2.8897237048724774e-09,8.831658857366821e-07,0,0,11.647545830869309,229.01526845778207,PCP4;SPARC;PLN;COL4A2;TPM2;MCAM;TPM1;ALDH1A1;DSTN;NEDD9;FILIP1L;SULF1,LINCS_L1000_Chem_Pert_down,Myofibroblasts_UP→DOWNmatch,reversal
