ensembl_id_stripped	gene_symbol	source_map	present_in_hvg	present_in_raw	duplicated_symbol_in_raw	notes
ENSG00000100644	HIF1A	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000131097	HIGD1B	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000135245	HILPDA	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000110422	HIPK3	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000124610	HIST1H1A	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000184357	HIST1H1B	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000187837	HIST1H1C	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000124575	HIST1H1D	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000168298	HIST1H1E	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000180573	HIST1H2AC	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000276368	HIST1H2AJ	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000180596	HIST1H2BC	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000278272	HIST1H3C	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000197061	HIST1H4C	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000276180	HIST1H4I	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000270276	HIST2H4B	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000123485	HJURP	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000204257	HLA-DMA	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000242574	HLA-DMB	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000241106	HLA-DOB	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000231389	HLA-DPA1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000223865	HLA-DPB1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000196735	HLA-DQA1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000237541	HLA-DQA2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000179344	HLA-DQB1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000232629	HLA-DQB2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000204287	HLA-DRA	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000196126	HLA-DRB1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000198502	HLA-DRB5	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000136630	HLX	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000137309	HMGA1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000164104	HMGB2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000029993	HMGB3	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000113161	HMGCR	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000112972	HMGCS1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000134240	HMGCS2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000072571	HMMR	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000100292	HMOX1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000103942	HOMER2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000171476	HOPX	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000228630	HOTAIR	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000233429	HOTAIRM1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000243766	HOTTIP	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000182742	HOXB4	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000260027	HOXB7	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000120068	HOXB8	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000180818	HOXC10	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000123388	HOXC11	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000123364	HOXC13	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000128645	HOXD1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000175879	HOXD8	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000164120	HPGD	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000163106	HPGDS	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000173083	HPSE	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000168453	HR	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000196196	HRCT1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000196639	HRH1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000113749	HRH2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000135116	HRK	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000002587	HS3ST1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000122254	HS3ST2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000117594	HSD11B1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000176387	HSD11B2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000086696	HSD17B2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000025423	HSD17B6	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000203857	HSD3B1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000099377	HSD3B7	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000165868	HSPA12A	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000132622	HSPA12B	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000126803	HSPA2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000173110	HSPA6	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000106211	HSPB1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000169271	HSPB3	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000173641	HSPB7	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000152137	HSPB8	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000142798	HSPG2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000120694	HSPH1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000179097	HTR1F	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000102468	HTR2A	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000135914	HTR2B	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000164270	HTR4	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000148680	HTR7	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000166033	HTRA1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000170801	HTRA3	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000068001	HYAL2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000106302	HYAL4	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000029559	IBSP	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000003147	ICA1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000090339	ICAM1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000108622	ICAM2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000105371	ICAM4	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000163600	ICOS	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000125968	ID1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000117318	ID3	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000172201	ID4	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000138413	IDH1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000182054	IDH2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000131203	IDO1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000137331	IER3	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000162783	IER5	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000188483	IER5L	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000169991	IFFO2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000165949	IFI27	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000216490	IFI30	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000137959	IFI44L	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000126709	IFI6	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000185745	IFIT1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000119922	IFIT2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000119917	IFIT3	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000185885	IFITM1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000111537	IFNG	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000147896	IFNK	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000017427	IGF1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000167244	IGF2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000115457	IGFBP2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000146674	IGFBP3	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000141753	IGFBP4	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000115461	IGFBP5	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000167779	IGFBP6	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000163453	IGFBP7	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000188293	IGFL1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000204866	IGFL2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000268621	IGFL2-AS1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000188624	IGFL3	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000204869	IGFL4	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000163395	IGFN1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000211895	IGHA1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000211890	IGHA2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000211898	IGHD	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000211896	IGHG1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000211893	IGHG2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000211897	IGHG3	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000211892	IGHG4	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000253755	IGHGP	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000211899	IGHM	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000211592	IGKC	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000241351	IGKV3-11	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000239951	IGKV3-20	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000211677	IGLC2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000211679	IGLC3	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000222037	IGLC6	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000211685	IGLC7	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000254709	IGLL5	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000211673	IGLV3-1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000211640	IGLV6-57	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000147255	IGSF1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000143061	IGSF3	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000140749	IGSF6	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000185811	IKZF1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000136634	IL10	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000110324	IL10RA	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000095752	IL11	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000137070	IL11RA	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000113302	IL12B	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000169194	IL13	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000123496	IL13RA2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000134470	IL15RA	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000112115	IL17A	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000127743	IL17B	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000112116	IL17F	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000150782	IL18	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000115008	IL1A	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000125538	IL1B	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000136697	IL1F10	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000115594	IL1R1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000115590	IL1R2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000115602	IL1RL1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000136689	IL1RN	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000109471	IL2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000162891	IL20	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000016402	IL20RA	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000174564	IL20RB	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000127318	IL22	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000110944	IL23A	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000162892	IL24	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000111536	IL26	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000134460	IL2RA	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000008517	IL32	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000137033	IL33	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000136696	IL36B	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000136688	IL36G	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000136695	IL36RN	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000125571	IL37	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000185291	IL3RA	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000113520	IL4	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000104951	IL4I1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000091181	IL5RA	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000136244	IL6	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000228013	IL6R-AS1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000168685	IL7R	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000141401	IMPA2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000081148	IMPG2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000148798	INA	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000153487	ING1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000122641	INHBA	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000163083	INHBB	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000241644	INMT	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000151689	INPP1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000109452	INPP4B	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000188487	INSC	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000186480	INSIG1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000120211	INSL4	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000173404	INSM1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000171105	INSR	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000086200	IPO11	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000132321	IQCA1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000160051	IQCC	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000114473	IQCG	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000145703	IQGAP2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000183856	IQGAP3	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000120645	IQSEC3	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000090376	IRAK3	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000125347	IRF1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000137265	IRF4	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000117595	IRF6	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000140968	IRF8	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000170561	IRX2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000177508	IRX3	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000113430	IRX4	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000187608	ISG15	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000172183	ISG20	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000129009	ISLR	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000101230	ISM1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000105655	ISYNA1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000213949	ITGA1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000143127	ITGA10	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000137809	ITGA11	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000164171	ITGA2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000161638	ITGA5	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000091409	ITGA6	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000135424	ITGA7	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000077943	ITGA8	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000140678	ITGAX	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000160255	ITGB2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000132470	ITGB4	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000082781	ITGB5	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000115221	ITGB6	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000105855	ITGB8	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000198542	ITGBL1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000162267	ITIH3	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000123243	ITIH5	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000078596	ITM2A	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000135916	ITM2C	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000137825	ITPKA	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000086544	ITPKC	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000123104	ITPR2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000148841	ITPRIP	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000163207	IVL	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000101384	JAG1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000184916	JAG2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000154721	JAM2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000160593	JAML	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000165757	JCAD	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000132465	JCHAIN	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000154118	JPH3	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000167476	JSRP1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000177606	JUN	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000173801	JUP	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000186994	KANK3	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000189337	KAZN	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000130037	KCNA5	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000169282	KCNAB1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000152049	KCNE4	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000026559	KCNG1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000135519	KCNH3	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000185774	KCNIP4	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000115474	KCNJ13	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000157551	KCNJ15	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000260458	KCNJ18	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000123700	KCNJ2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000121361	KCNJ8	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000124780	KCNK17	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000082482	KCNK2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000164626	KCNK5	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000173338	KCNK7	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000156113	KCNMA1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000145936	KCNMB1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000143603	KCNN3	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000104783	KCNN4	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000134504	KCTD1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000178695	KCTD12	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000180332	KCTD4	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000100196	KDELR3	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000175707	KDF1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000128052	KDR	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000139330	KERA	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000116299	KIAA1324	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000162522	KIAA1522	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000138160	KIF11	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000136883	KIF12	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000118193	KIF14	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000186185	KIF18B	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000196169	KIF19	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000112984	KIF20A	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000138182	KIF20B	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000137807	KIF23	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000125337	KIF25	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000142945	KIF2C	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000237649	KIFC1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000125498	KIR2DL1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000243772	KIR2DL3	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000189013	KIR2DL4	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000149571	KIRREL3	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000170498	KISS1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000157404	KIT	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000049130	KITLG	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000104892	KLC3	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000127528	KLF2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000136826	KLF4	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000102554	KLF5	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000118263	KLF7	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000119138	KLF9	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000185909	KLHDC8B	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000162413	KLHL21	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000102271	KLHL4	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000167748	KLK1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000129451	KLK10	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000167757	KLK11	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000186474	KLK12	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000167749	KLK4	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000167754	KLK5	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000167755	KLK6	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000169035	KLK7	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000129455	KLK8	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000111796	KLRB1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000134545	KLRC1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000205809	KLRC2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000134539	KLRD1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000150045	KLRF1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000188883	KLRG2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000117009	KMO	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000137812	KNL1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000182481	KPNA2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000203786	KPRP	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000131650	KREMEN2	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000167768	KRT1	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000186395	KRT10	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000186847	KRT14	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000171346	KRT15	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000186832	KRT16	10x_features / GTF	True	True	False	from raw.gene_symbol
ENSG00000128422	KRT17	10x_features / GTF	True	True	False	from raw.gene_symbol
